train_size,train,test
2412,0.10627000000022235,1.3438759999999093
4825,0.19594899999992776,2.404953000000205
7238,0.28014299999995274,3.1907710000004954
9651,0.38914500000009866,3.335450999999921
12064,0.5249920000005659,3.696113000000878
14477,0.5926340000005439,3.6069960000004357
16890,0.7330320000000938,3.2096119999996517
19303,0.8315010000005714,2.3426699999999983
21716,0.9652449999994133,1.2941079999991416
