train_size,train,test
2412,0.0004920000001220615,2.1670950000006997
4825,0.00087100000018836,3.388151000000107
7238,0.0008230000003095483,4.3147119999994175
9651,0.0011660000000119908,5.044333999999253
12064,0.0010320000001229346,5.237761999999748
14477,0.0013339999995878316,5.289103000000068
16890,0.001413999999385851,4.321388000000297
19303,0.0015710000006947666,3.249573999999484
21716,0.007542000000285043,1.9412329999995563
