train_size,test,train
2412,0.005727999999976419,0.007793999999989865
4825,0.003162000000003218,0.016694000000001097
7238,0.003219000000001415,0.03152000000000044
9651,0.002489999999994552,0.0357659999999953
12064,0.002020000000015898,0.044793999999996004
14477,0.001737999999988915,0.05579099999999926
16890,0.001429000000001679,0.06932100000000219
19303,0.0009979999999814027,0.0851639999999918
21716,0.0005820000000085201,0.10842800000000352
