train_size,train,test
1930,0.0007569999997940613,0.6184850000008737
3860,0.0005350000010366784,0.9046359999993001
5790,0.0006659999999101274,1.247220000001107
7721,0.0007420000001729932,1.482495000000199
9651,0.0008479999996779952,1.7381640000003244
11581,0.001001999999061809,2.0695080000004964
13512,0.0012409999999363208,2.42120900000009
15442,0.0014649999993707752,2.7863239999987854
17372,0.0018510000008973293,2.90684500000134
