train_size,test,train
2412,0.13263700000015888,0.24294599999984712
4825,0.11707899999987603,0.46263999999996486
7238,0.10539099999982682,0.6777959999999439
9651,0.0894309999998768,0.9028809999999794
12064,0.0771310000000085,1.133576999999832
14477,0.06336499999997613,1.4146189999999024
16890,0.046714000000065425,1.7455889999998817
19303,0.032363000000032116,2.1226409999999305
21716,0.018883000000187167,2.543425999999954
