n_estimators,test,train
1,0.001471999999921536,0.04737999999997555
2,0.0022779999999329448,0.08873099999982514
5,0.004823999999644002,0.23317900000074587
10,0.008379999999306165,0.4720530000013241
20,0.014750000000276486,0.932517999999618
30,0.022496999999930267,1.4189450000012584
45,0.033806000001277425,2.1306189999995695
60,0.04344700000001467,2.8546470000001136
80,0.05623099999866099,3.8532649999997375
100,0.07661899999948218,4.7630669999998645
