train_size,train,test
368,0.04589899999973568,0.02548899999965215
736,0.05982999999923777,0.02837199999976292
1104,0.07136899999932211,0.021880000000237487
1472,0.08482000000003609,0.023068999999850348
1840,0.10182699999950273,0.020406999999977415
2208,0.12061999999968975,0.018484999999600404
2576,0.13510500000029424,0.013101999999889813
2944,0.14889399999992747,0.011688999999933003
3312,0.22549900000012713,0.008603999999650114
