train_size,train,test
368,0.004547999999886088,0.00112200000012308
736,0.01064700000006269,0.0012590000001182489
1104,0.014202999999724852,0.0011399999998502608
1472,0.019124000000374508,0.0010620000002745655
1840,0.030987999999979365,0.0010609999999360298
2208,0.0360209999998915,0.0010769999998956337
2576,0.04339699999991353,0.0009749999999257852
2944,0.0462150000003021,0.0011190000000169675
3312,0.054376999999931286,0.0008150000003297464
