train_size,train,test
368,0.00033799999982875306,0.0376589999996213
736,0.0003529999994498212,0.041258000001107575
1104,0.0004170000011072261,0.050725999999485794
1472,0.00043200000072829425,0.062493999999787775
1840,0.00043399999958637636,0.07740800000101444
2208,0.00043700000060198363,0.07969699999921431
2576,0.0004399999997986015,0.06696600000032049
2944,0.0014620000001741573,0.07621600000129547
3312,0.0017370000005030306,0.07733599999846774
