train_size,train,test
368,0.047278000000005704,0.042612000000190164
736,0.060473999999885564,0.04846499999985099
1104,0.07830100000046514,0.05895799999962037
1472,0.08638300000075105,0.06541199999992386
1840,0.10767499999928987,0.08648799999991752
2208,0.12195599999995466,0.08655999999973574
2576,0.13740400000006048,0.07502300000032847
2944,0.1547630000004574,0.041644999999334686
3312,0.16516600000068138,0.028570000000399887
