train_size,test,train
368,0.0010099999999511056,0.005108999999947628
736,0.024736999999959153,0.3448470000000725
1104,0.022764000000051965,0.5337769999998727
1472,0.021913999999924272,0.7203470000001744
1840,0.018677000000025146,0.9072269999999207
2208,0.015824999999949796,1.119073999999955
2576,0.01309699999978875,1.1580679999999575
2944,0.010338000000047032,1.3099509999999555
3312,0.0073090000000775035,1.4342770000000655
