train_size,train,test
2412,0.015803999995114282,6.517212999999174
4825,0.04556600000069011,11.642750999999407
7238,0.09461600000213366,13.852106999998796
9651,0.1723539999948116,17.171462999998766
12064,0.29363999999623047,17.177879000002577
14477,0.3943700000017998,15.421316999992996
16890,0.5318410000036238,15.305664999999863
19303,0.6787640000038664,11.366912999998021
21716,0.9246710000006715,6.274758000006841
