max_depth,test,train
1,0.0002320000000111122,0.004554999999982101
2,0.0002340000000060627,0.007333000000016909
3,0.00022899999999026477,0.011531000000019276
4,0.00022399999997446685,0.01440700000000561
5,0.00024899999999661304,0.01742500000000291
6,0.00023799999999596366,0.020134000000012975
7,0.0002340000000060627,0.022150999999979604
8,0.0002410000000168111,0.024453999999991538
9,0.00023099999998521525,0.026690999999999576
10,0.00024700000000166256,0.028778000000016846
11,0.0002499999999940883,0.030990000000002738
12,0.00024200000001428634,0.03297600000001921
13,0.0002570000000048367,0.03541899999999032
14,0.0002389999999934389,0.0358150000000137
15,0.0002409999999883894,0.03598999999999819
16,0.00026700000000801083,0.036902999999995245
17,0.00025800000000231194,0.038513999999992166
18,0.0002760000000137097,0.039552000000014687
19,0.0002709999999979118,0.040300000000002
20,0.00027000000000043656,0.039662999999990234
21,0.0003140000000030341,0.03909099999998489
22,0.00026299999998968815,0.03923800000001165
23,0.00039100000000757973,0.03921500000001288
24,0.0002870000000143591,0.04088999999999032
25,0.0002690000000029613,0.04007599999999911
26,0.00026099999999473766,0.04045800000000099
27,0.00026299999998968815,0.039463000000012016
28,0.0002690000000029613,0.0403519999999844
29,0.00026099999999473766,0.039343999999999824
30,0.0002640000000155851,0.03945400000000632
31,0.0002669999999795891,0.03954399999997804
32,0.0002620000000206346,0.03944200000000819
33,0.00026299999998968815,0.03978999999998223
34,0.000298999999984062,0.039839000000000624
35,0.0004200000000196269,0.04030599999998685
36,0.0003099999999847114,0.040133999999994785
37,0.0004950000000008004,0.04014700000001881
38,0.0002800000000036107,0.03997200000000589
39,0.0002849999999909869,0.04041199999997502
40,0.0002660000000105356,0.039666999999980135
41,0.000275999999985288,0.04052199999998152
42,0.0002640000000155851,0.03996300000000019
43,0.00026800000000548607,0.04020399999998858
44,0.00028099999997266423,0.04016599999999926
45,0.0002640000000155851,0.04004800000001296
46,0.0003489999999999327,0.04132700000002387
47,0.00031799999999293505,0.04372899999998481
48,0.00039800000001832814,0.04540000000000077
49,0.00030699999999228567,0.045062999999998965
