Model Timing Curve: boositng timing - adult,train,validaiton
2412,1.0503670000016427,0.4035729999995965
4825,2.2372140000006766,0.3850910000001022
7238,3.3569040000002133,0.33845800000017334
9651,4.2993139999998675,0.28646500000104425
12064,5.318506999999954,0.24589799999921524
14477,6.918275999998514,0.20482600000104867
16890,7.600860000000466,0.15817499999866413
19303,9.227670000000217,0.10767399999895133
21716,11.206396999999924,0.062089999999443535
